-82.629890E-3,66.949250E-3
-47.295595E-3,44.165207E-3
-128.811441E-3,40.314996E-3
-85.358850E-3,61.906422E-3
-102.798228E-3,90.203017E-3
-163.098787E-3,91.255327E-3
-85.437820E-3,61.286763E-3
-3.408967E-3,11.979686E-3
55.881396E-3,-15.034699E-3
-3.195902E-3,37.789293E-3
-71.863439E-3,62.301080E-3
-70.731347E-3,69.218728E-3
-82.353445E-3,59.019684E-3
-19.615581E-3,41.920675E-3
-15.835011E-3,49.230844E-3
-80.549992E-3,64.206400E-3
-45.782236E-3,48.882725E-3
-88.478516E-3,71.028407E-3
-86.112273E-3,74.417670E-3
-156.391260E-3,93.560136E-3
-5.891117E-3,39.105914E-3
-62.397677E-3,65.320926E-3
-105.594877E-3,67.330827E-3
-102.218138E-3,73.540536E-3
-79.652903E-3,59.968565E-3
-122.382397E-3,75.562038E-3
-116.463517E-3,76.576290E-3
-175.351886E-3,78.594538E-3
-79.435825E-3,62.798181E-3
-29.051316E-3,39.427641E-3
-55.976557E-3,67.071841E-3
-50.726472E-3,39.269357E-3
-74.848452E-3,53.463683E-3
-96.550904E-3,65.556248E-3
-9.155568E-3,31.137927E-3
-68.492653E-3,53.784326E-3
-84.007937E-3,66.778115E-3
-53.560189E-3,55.390860E-3
-79.018510E-3,74.152768E-3
-55.619794E-3,59.831217E-3
-69.824917E-3,55.649944E-3
-84.093420E-3,65.084848E-3
-61.866363E-3,54.060633E-3
-36.231418E-3,43.922096E-3
-30.274482E-3,53.360221E-3
-77.277220E-3,62.472181E-3
-28.278783E-3,42.036397E-3
-80.493979E-3,75.444673E-3
-82.786482E-3,69.197036E-3
-75.389567E-3,60.278920E-3
-41.031199E-3,48.836679E-3
-61.819330E-3,69.888837E-3
-46.839140E-3,59.175667E-3
-86.544224E-3,70.406381E-3
-41.460453E-3,51.448294E-3
-79.630011E-3,71.797016E-3
-65.125716E-3,71.707390E-3
-116.225324E-3,80.874796E-3
-71.107713E-3,62.025168E-3
-110.557465E-3,78.526505E-3
-77.590897E-3,67.855930E-3
-92.183437E-3,78.512274E-3
-64.953402E-3,64.356993E-3
-78.852084E-3,65.573043E-3
-69.033670E-3,53.572602E-3
-36.719349E-3,61.133573E-3
-75.782773E-3,71.830638E-3
-1.672938E-3,35.898040E-3
-69.813142E-3,72.926431E-3
-97.016995E-3,66.969956E-3
-69.962991E-3,62.197157E-3
-86.041460E-3,65.860885E-3
-86.840601E-3,71.648987E-3
-69.508477E-3,57.570974E-3
-78.825344E-3,65.447132E-3
-61.651226E-3,57.942987E-3
-129.929226E-3,92.507168E-3
38.457335E-3,33.777249E-3
-83.318157E-3,73.972563E-3
-90.866763E-3,66.055289E-3
-105.237028E-3,58.823670E-3
-81.424946E-3,66.108401E-3
-78.521830E-3,70.876434E-3
-61.543411E-3,60.743484E-3
-66.410091E-3,56.588570E-3
-77.775511E-3,61.162167E-3
-54.368112E-3,53.765231E-3
-78.198188E-3,66.382932E-3
-104.401148E-3,74.756520E-3
-82.715767E-3,40.498422E-3
-120.304078E-3,74.901230E-3
-81.303580E-3,66.883484E-3
-29.545562E-3,31.372987E-3
-148.859660E-3,107.558350E-3
-131.442058E-3,67.522601E-3
-98.037884E-3,60.560452E-3
-66.861119E-3,55.700032E-3
-82.534179E-3,69.537891E-3
-55.963796E-3,56.175245E-3
-83.127622E-3,62.671055E-3
-67.447359E-3,61.478800E-3
-73.159425E-3,60.633908E-3
-116.784397E-3,84.112710E-3
-28.052924E-3,35.941456E-3
-11.918702E-3,44.855200E-3
-55.556249E-3,65.788645E-3
-51.403293E-3,73.600451E-3
-137.162213E-3,81.696090E-3
-96.068334E-3,56.557840E-3
-103.871545E-3,72.774293E-3
-103.360788E-3,65.007908E-3
-89.401194E-3,68.972165E-3
-68.880597E-3,62.954526E-3
-70.827091E-3,68.067753E-3
-70.225754E-3,66.788600E-3
-63.637551E-3,69.309405E-3
-71.873997E-3,58.380666E-3
-48.332206E-3,43.546764E-3
-30.338816E-3,53.127659E-3
-75.433903E-3,71.400255E-3
-57.315728E-3,53.901856E-3
-116.884417E-3,44.213915E-3
-60.173027E-3,69.875066E-3
-120.809441E-3,88.968331E-3
-34.770058E-3,34.835146E-3
-93.632856E-3,62.724331E-3
-57.870460E-3,64.088673E-3
-60.835113E-3,58.640737E-3
-66.816519E-3,63.386979E-3
-51.935923E-3,57.221606E-3
-68.146744E-3,65.682849E-3
-56.609700E-3,57.747794E-3
-68.031068E-3,74.344016E-3
-71.682212E-3,79.942743E-3
-50.140626E-3,44.720613E-3
-103.522807E-3,39.313201E-3
-45.301607E-3,61.985696E-3
-88.016930E-3,95.802565E-3
